fold,valid_task,train_task,exposed_il_pairs
2,experiment/heat_capacity,experiment/x_co2,11
2,experiment/heat_capacity,experiment/solvation,5
2,experiment/heat_capacity,experiment/transfer,5
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/density,5
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/dynamic_relative_permittivity,3
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/electrical_conductivity,3
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/equilibrium_pressure,2
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/glass_transition_temperature,1
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/heat_capacity,4
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/melting_point,3
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/pec50,1
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/refractive_index,4
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/self_diffusion_coefficient,1
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/speed_of_sound,2
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/static_relative_permittivity,1
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/surface_tension,3
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/thermal_conductivity,3
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/thermal_decomposition_temperature,3
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/viscosity,4
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/x_co2,3
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/solvation,1
2,experiment/isobaric_coefficient_of_volume_expansion,experiment/transfer,2
2,experiment/melting_point,experiment/density,105
2,experiment/melting_point,experiment/dynamic_relative_permittivity,9
2,experiment/melting_point,experiment/electrical_conductivity,34
2,experiment/melting_point,experiment/equilibrium_pressure,7
2,experiment/melting_point,experiment/glass_transition_temperature,39
2,experiment/melting_point,experiment/heat_capacity,17
2,experiment/melting_point,experiment/isobaric_coefficient_of_volume_expansion,2
2,experiment/melting_point,experiment/pec50,10
2,experiment/melting_point,experiment/refractive_index,30
2,experiment/melting_point,experiment/self_diffusion_coefficient,6
2,experiment/melting_point,experiment/speed_of_sound,18
2,experiment/melting_point,experiment/static_relative_permittivity,6
2,experiment/melting_point,experiment/surface_tension,33
2,experiment/melting_point,experiment/thermal_conductivity,7
2,experiment/melting_point,experiment/thermal_decomposition_temperature,92
2,experiment/melting_point,experiment/viscosity,85
2,experiment/melting_point,experiment/x_co2,8
2,experiment/melting_point,simulation/heat_of_vaporization,2
2,experiment/melting_point,experiment/solvation,6
2,experiment/melting_point,experiment/transfer,3
2,experiment/pec50,experiment/density,27
2,experiment/pec50,experiment/dynamic_relative_permittivity,2
2,experiment/pec50,experiment/electrical_conductivity,13
2,experiment/pec50,experiment/equilibrium_pressure,4
2,experiment/pec50,experiment/glass_transition_temperature,7
2,experiment/pec50,experiment/heat_capacity,8
2,experiment/pec50,experiment/melting_point,18
2,experiment/pec50,experiment/refractive_index,15
2,experiment/pec50,experiment/self_diffusion_coefficient,2
2,experiment/pec50,experiment/speed_of_sound,7
2,experiment/pec50,experiment/static_relative_permittivity,1
2,experiment/pec50,experiment/surface_tension,17
2,experiment/pec50,experiment/thermal_conductivity,3
2,experiment/pec50,experiment/thermal_decomposition_temperature,16
2,experiment/pec50,experiment/viscosity,20
2,experiment/pec50,experiment/x_co2,4
2,experiment/pec50,experiment/solvation,3
2,experiment/pec50,experiment/transfer,2
2,experiment/refractive_index,experiment/density,91
2,experiment/refractive_index,experiment/dynamic_relative_permittivity,6
2,experiment/refractive_index,experiment/electrical_conductivity,44
2,experiment/refractive_index,experiment/equilibrium_pressure,10
2,experiment/refractive_index,experiment/glass_transition_temperature,17
2,experiment/refractive_index,experiment/heat_capacity,32
2,experiment/refractive_index,experiment/isobaric_coefficient_of_volume_expansion,2
2,experiment/refractive_index,experiment/melting_point,27
2,experiment/refractive_index,experiment/pec50,19
2,experiment/refractive_index,experiment/self_diffusion_coefficient,3
2,experiment/refractive_index,experiment/speed_of_sound,34
2,experiment/refractive_index,experiment/static_relative_permittivity,6
2,experiment/refractive_index,experiment/surface_tension,47
2,experiment/refractive_index,experiment/thermal_conductivity,10
2,experiment/refractive_index,experiment/thermal_decomposition_temperature,25
2,experiment/refractive_index,experiment/viscosity,82
2,experiment/refractive_index,experiment/x_co2,14
2,experiment/refractive_index,experiment/solvation,6
2,experiment/refractive_index,experiment/transfer,7
2,experiment/self_diffusion_coefficient,experiment/density,7
2,experiment/self_diffusion_coefficient,experiment/dynamic_relative_permittivity,1
2,experiment/self_diffusion_coefficient,experiment/electrical_conductivity,6
2,experiment/self_diffusion_coefficient,experiment/equilibrium_pressure,3
2,experiment/self_diffusion_coefficient,experiment/glass_transition_temperature,4
2,experiment/self_diffusion_coefficient,experiment/heat_capacity,6
2,experiment/self_diffusion_coefficient,experiment/isobaric_coefficient_of_volume_expansion,1
2,experiment/self_diffusion_coefficient,experiment/melting_point,4
2,experiment/self_diffusion_coefficient,experiment/pec50,3
2,experiment/self_diffusion_coefficient,experiment/refractive_index,4
2,experiment/self_diffusion_coefficient,experiment/speed_of_sound,6
2,experiment/self_diffusion_coefficient,experiment/static_relative_permittivity,4
2,experiment/self_diffusion_coefficient,experiment/surface_tension,7
2,experiment/self_diffusion_coefficient,experiment/thermal_conductivity,4
2,experiment/self_diffusion_coefficient,experiment/thermal_decomposition_temperature,2
2,experiment/self_diffusion_coefficient,experiment/viscosity,5
2,experiment/self_diffusion_coefficient,experiment/x_co2,4
2,experiment/self_diffusion_coefficient,experiment/solvation,3
2,experiment/self_diffusion_coefficient,experiment/transfer,3
2,experiment/speed_of_sound,experiment/density,30
2,experiment/speed_of_sound,experiment/dynamic_relative_permittivity,8
2,experiment/speed_of_sound,experiment/electrical_conductivity,20
2,experiment/speed_of_sound,experiment/equilibrium_pressure,9
2,experiment/speed_of_sound,experiment/glass_transition_temperature,10
2,experiment/speed_of_sound,experiment/heat_capacity,19
2,experiment/speed_of_sound,experiment/isobaric_coefficient_of_volume_expansion,5
2,experiment/speed_of_sound,experiment/melting_point,17
2,experiment/speed_of_sound,experiment/pec50,10
2,experiment/speed_of_sound,experiment/refractive_index,33
2,experiment/speed_of_sound,experiment/self_diffusion_coefficient,5
2,experiment/speed_of_sound,experiment/static_relative_permittivity,8
2,experiment/speed_of_sound,experiment/surface_tension,16
2,experiment/speed_of_sound,experiment/thermal_conductivity,8
2,experiment/speed_of_sound,experiment/thermal_decomposition_temperature,10
2,experiment/speed_of_sound,experiment/viscosity,28
2,experiment/speed_of_sound,experiment/x_co2,13
2,experiment/speed_of_sound,simulation/heat_of_vaporization,1
2,experiment/speed_of_sound,experiment/solvation,5
2,experiment/speed_of_sound,experiment/transfer,5
2,experiment/static_relative_permittivity,experiment/density,7
2,experiment/static_relative_permittivity,experiment/dynamic_relative_permittivity,2
2,experiment/static_relative_permittivity,experiment/electrical_conductivity,5
2,experiment/static_relative_permittivity,experiment/equilibrium_pressure,2
2,experiment/static_relative_permittivity,experiment/glass_transition_temperature,4
2,experiment/static_relative_permittivity,experiment/heat_capacity,4
2,experiment/static_relative_permittivity,experiment/isobaric_coefficient_of_volume_expansion,1
2,experiment/static_relative_permittivity,experiment/melting_point,5
2,experiment/static_relative_permittivity,experiment/pec50,4
2,experiment/static_relative_permittivity,experiment/refractive_index,6
2,experiment/static_relative_permittivity,experiment/self_diffusion_coefficient,1
2,experiment/static_relative_permittivity,experiment/speed_of_sound,3
2,experiment/static_relative_permittivity,experiment/surface_tension,5
2,experiment/static_relative_permittivity,experiment/thermal_conductivity,3
2,experiment/static_relative_permittivity,experiment/thermal_decomposition_temperature,4
2,experiment/static_relative_permittivity,experiment/viscosity,6
2,experiment/static_relative_permittivity,experiment/x_co2,3
2,experiment/static_relative_permittivity,experiment/solvation,1
2,experiment/static_relative_permittivity,experiment/transfer,1
2,experiment/surface_tension,experiment/density,154
2,experiment/surface_tension,experiment/dynamic_relative_permittivity,6
2,experiment/surface_tension,experiment/electrical_conductivity,39
2,experiment/surface_tension,experiment/equilibrium_pressure,12
2,experiment/surface_tension,experiment/glass_transition_temperature,17
2,experiment/surface_tension,experiment/heat_capacity,31
2,experiment/surface_tension,experiment/isobaric_coefficient_of_volume_expansion,3
2,experiment/surface_tension,experiment/melting_point,37
2,experiment/surface_tension,experiment/pec50,15
2,experiment/surface_tension,experiment/refractive_index,43
2,experiment/surface_tension,experiment/self_diffusion_coefficient,2
2,experiment/surface_tension,experiment/speed_of_sound,19
2,experiment/surface_tension,experiment/static_relative_permittivity,3
2,experiment/surface_tension,experiment/thermal_conductivity,8
2,experiment/surface_tension,experiment/thermal_decomposition_temperature,24
2,experiment/surface_tension,experiment/viscosity,83
2,experiment/surface_tension,experiment/x_co2,11
2,experiment/surface_tension,simulation/heat_of_vaporization,1
2,experiment/surface_tension,experiment/solvation,7
2,experiment/surface_tension,experiment/transfer,8
2,experiment/thermal_conductivity,experiment/density,12
2,experiment/thermal_conductivity,experiment/dynamic_relative_permittivity,5
2,experiment/thermal_conductivity,experiment/electrical_conductivity,13
2,experiment/thermal_conductivity,experiment/equilibrium_pressure,8
2,experiment/thermal_conductivity,experiment/glass_transition_temperature,4
2,experiment/thermal_conductivity,experiment/heat_capacity,10
2,experiment/thermal_conductivity,experiment/isobaric_coefficient_of_volume_expansion,2
2,experiment/thermal_conductivity,experiment/melting_point,7
2,experiment/thermal_conductivity,experiment/pec50,6
2,experiment/thermal_conductivity,experiment/refractive_index,12
2,experiment/thermal_conductivity,experiment/self_diffusion_coefficient,4
2,experiment/thermal_conductivity,experiment/speed_of_sound,7
2,experiment/thermal_conductivity,experiment/static_relative_permittivity,5
2,experiment/thermal_conductivity,experiment/surface_tension,15
2,experiment/thermal_conductivity,experiment/thermal_decomposition_temperature,7
2,experiment/thermal_conductivity,experiment/viscosity,16
2,experiment/thermal_conductivity,experiment/x_co2,6
2,experiment/thermal_conductivity,experiment/solvation,4
2,experiment/thermal_conductivity,experiment/transfer,4
2,experiment/thermal_decomposition_temperature,experiment/density,61
2,experiment/thermal_decomposition_temperature,experiment/dynamic_relative_permittivity,3
2,experiment/thermal_decomposition_temperature,experiment/electrical_conductivity,28
2,experiment/thermal_decomposition_temperature,experiment/equilibrium_pressure,7
2,experiment/thermal_decomposition_temperature,experiment/glass_transition_temperature,55
2,experiment/thermal_decomposition_temperature,experiment/heat_capacity,21
2,experiment/thermal_decomposition_temperature,experiment/isobaric_coefficient_of_volume_expansion,2
2,experiment/thermal_decomposition_temperature,experiment/melting_point,89
2,experiment/thermal_decomposition_temperature,experiment/pec50,9
2,experiment/thermal_decomposition_temperature,experiment/refractive_index,24
2,experiment/thermal_decomposition_temperature,experiment/self_diffusion_coefficient,2
2,experiment/thermal_decomposition_temperature,experiment/speed_of_sound,11
2,experiment/thermal_decomposition_temperature,experiment/static_relative_permittivity,5
2,experiment/thermal_decomposition_temperature,experiment/surface_tension,20
2,experiment/thermal_decomposition_temperature,experiment/thermal_conductivity,6
2,experiment/thermal_decomposition_temperature,experiment/viscosity,57
2,experiment/thermal_decomposition_temperature,experiment/x_co2,11
2,experiment/thermal_decomposition_temperature,simulation/heat_of_vaporization,1
2,experiment/thermal_decomposition_temperature,experiment/solvation,5
2,experiment/thermal_decomposition_temperature,experiment/transfer,6
2,experiment/viscosity,experiment/density,320
2,experiment/viscosity,experiment/dynamic_relative_permittivity,6
2,experiment/viscosity,experiment/electrical_conductivity,93
2,experiment/viscosity,experiment/equilibrium_pressure,11
2,experiment/viscosity,experiment/glass_transition_temperature,25
2,experiment/viscosity,experiment/heat_capacity,34
2,experiment/viscosity,experiment/isobaric_coefficient_of_volume_expansion,3
2,experiment/viscosity,experiment/melting_point,98
2,experiment/viscosity,experiment/pec50,15
2,experiment/viscosity,experiment/refractive_index,76
2,experiment/viscosity,experiment/self_diffusion_coefficient,2
2,experiment/viscosity,experiment/speed_of_sound,19
2,experiment/viscosity,experiment/static_relative_permittivity,5
2,experiment/viscosity,experiment/surface_tension,80
2,experiment/viscosity,experiment/thermal_conductivity,9
2,experiment/viscosity,experiment/thermal_decomposition_temperature,57
2,experiment/viscosity,experiment/x_co2,19
2,experiment/viscosity,simulation/heat_of_vaporization,4
2,experiment/viscosity,experiment/solvation,4
2,experiment/viscosity,experiment/transfer,3
2,experiment/x_co2,experiment/density,15
2,experiment/x_co2,experiment/dynamic_relative_permittivity,4
2,experiment/x_co2,experiment/electrical_conductivity,11
2,experiment/x_co2,experiment/equilibrium_pressure,7
2,experiment/x_co2,experiment/glass_transition_temperature,2
2,experiment/x_co2,experiment/heat_capacity,12
2,experiment/x_co2,experiment/isobaric_coefficient_of_volume_expansion,1
2,experiment/x_co2,experiment/melting_point,5
2,experiment/x_co2,experiment/pec50,7
2,experiment/x_co2,experiment/refractive_index,14
2,experiment/x_co2,experiment/self_diffusion_coefficient,2
2,experiment/x_co2,experiment/speed_of_sound,6
2,experiment/x_co2,experiment/static_relative_permittivity,4
2,experiment/x_co2,experiment/surface_tension,12
2,experiment/x_co2,experiment/thermal_conductivity,4
2,experiment/x_co2,experiment/thermal_decomposition_temperature,5
2,experiment/x_co2,experiment/viscosity,14
2,experiment/x_co2,experiment/solvation,4
2,experiment/x_co2,experiment/transfer,3
2,simulation/heat_of_vaporization,experiment/density,4
2,simulation/heat_of_vaporization,experiment/glass_transition_temperature,1
2,simulation/heat_of_vaporization,experiment/heat_capacity,2
2,simulation/heat_of_vaporization,experiment/melting_point,3
2,simulation/heat_of_vaporization,experiment/refractive_index,2
2,simulation/heat_of_vaporization,experiment/speed_of_sound,1
2,simulation/heat_of_vaporization,experiment/surface_tension,2
2,simulation/heat_of_vaporization,experiment/viscosity,4
2,experiment/solvation,experiment/density,11
2,experiment/solvation,experiment/dynamic_relative_permittivity,3
2,experiment/solvation,experiment/electrical_conductivity,3
2,experiment/solvation,experiment/equilibrium_pressure,3
2,experiment/solvation,experiment/glass_transition_temperature,2
2,experiment/solvation,experiment/heat_capacity,7
2,experiment/solvation,experiment/isobaric_coefficient_of_volume_expansion,1
2,experiment/solvation,experiment/melting_point,8
2,experiment/solvation,experiment/pec50,4
2,experiment/solvation,experiment/refractive_index,6
2,experiment/solvation,experiment/self_diffusion_coefficient,1
2,experiment/solvation,experiment/speed_of_sound,3
2,experiment/solvation,experiment/static_relative_permittivity,1
2,experiment/solvation,experiment/surface_tension,7
2,experiment/solvation,experiment/thermal_conductivity,2
2,experiment/solvation,experiment/thermal_decomposition_temperature,5
2,experiment/solvation,experiment/viscosity,10
2,experiment/solvation,experiment/x_co2,3
2,experiment/solvation,experiment/transfer,13
2,experiment/transfer,experiment/density,8
2,experiment/transfer,experiment/dynamic_relative_permittivity,3
2,experiment/transfer,experiment/electrical_conductivity,5
2,experiment/transfer,experiment/equilibrium_pressure,2
2,experiment/transfer,experiment/glass_transition_temperature,1
2,experiment/transfer,experiment/heat_capacity,5
2,experiment/transfer,experiment/melting_point,3
2,experiment/transfer,experiment/pec50,5
2,experiment/transfer,experiment/refractive_index,4
2,experiment/transfer,experiment/self_diffusion_coefficient,3
2,experiment/transfer,experiment/speed_of_sound,4
2,experiment/transfer,experiment/static_relative_permittivity,2
2,experiment/transfer,experiment/surface_tension,6
2,experiment/transfer,experiment/thermal_conductivity,5
2,experiment/transfer,experiment/thermal_decomposition_temperature,4
2,experiment/transfer,experiment/viscosity,8
2,experiment/transfer,experiment/x_co2,3
2,experiment/transfer,experiment/solvation,12
3,experiment/density,experiment/dynamic_relative_permittivity,11
3,experiment/density,experiment/electrical_conductivity,82
3,experiment/density,experiment/equilibrium_pressure,11
3,experiment/density,experiment/glass_transition_temperature,29
3,experiment/density,experiment/heat_capacity,54
3,experiment/density,experiment/isobaric_coefficient_of_volume_expansion,3
3,experiment/density,experiment/melting_point,103
3,experiment/density,experiment/pec50,33
3,experiment/density,experiment/refractive_index,88
3,experiment/density,experiment/self_diffusion_coefficient,7
3,experiment/density,experiment/speed_of_sound,43
3,experiment/density,experiment/static_relative_permittivity,10
3,experiment/density,experiment/surface_tension,166
3,experiment/density,experiment/thermal_conductivity,12
3,experiment/density,experiment/thermal_decomposition_temperature,55
3,experiment/density,experiment/viscosity,291
3,experiment/density,experiment/x_co2,13
3,experiment/density,simulation/heat_of_vaporization,1
3,experiment/density,experiment/solvation,10
3,experiment/density,experiment/transfer,9
3,experiment/dynamic_relative_permittivity,experiment/density,7
3,experiment/dynamic_relative_permittivity,experiment/electrical_conductivity,8
3,experiment/dynamic_relative_permittivity,experiment/equilibrium_pressure,1
3,experiment/dynamic_relative_permittivity,experiment/glass_transition_temperature,4
3,experiment/dynamic_relative_permittivity,experiment/heat_capacity,7
3,experiment/dynamic_relative_permittivity,experiment/isobaric_coefficient_of_volume_expansion,1
3,experiment/dynamic_relative_permittivity,experiment/melting_point,6
3,experiment/dynamic_relative_permittivity,experiment/pec50,6
3,experiment/dynamic_relative_permittivity,experiment/refractive_index,5
3,experiment/dynamic_relative_permittivity,experiment/self_diffusion_coefficient,1
3,experiment/dynamic_relative_permittivity,experiment/speed_of_sound,5
3,experiment/dynamic_relative_permittivity,experiment/static_relative_permittivity,3
3,experiment/dynamic_relative_permittivity,experiment/surface_tension,4
3,experiment/dynamic_relative_permittivity,experiment/thermal_conductivity,3
3,experiment/dynamic_relative_permittivity,experiment/thermal_decomposition_temperature,3
3,experiment/dynamic_relative_permittivity,experiment/viscosity,7
3,experiment/dynamic_relative_permittivity,experiment/x_co2,4
3,experiment/dynamic_relative_permittivity,experiment/solvation,3
3,experiment/dynamic_relative_permittivity,experiment/transfer,2
3,experiment/electrical_conductivity,experiment/density,91
3,experiment/electrical_conductivity,experiment/dynamic_relative_permittivity,8
3,experiment/electrical_conductivity,experiment/equilibrium_pressure,10
3,experiment/electrical_conductivity,experiment/glass_transition_temperature,13
3,experiment/electrical_conductivity,experiment/heat_capacity,20
3,experiment/electrical_conductivity,experiment/isobaric_coefficient_of_volume_expansion,1
3,experiment/electrical_conductivity,experiment/melting_point,30
3,experiment/electrical_conductivity,experiment/pec50,12
3,experiment/electrical_conductivity,experiment/refractive_index,38
3,experiment/electrical_conductivity,experiment/self_diffusion_coefficient,5
3,experiment/electrical_conductivity,experiment/speed_of_sound,14
3,experiment/electrical_conductivity,experiment/static_relative_permittivity,5
3,experiment/electrical_conductivity,experiment/surface_tension,30
3,experiment/electrical_conductivity,experiment/thermal_conductivity,10
3,experiment/electrical_conductivity,experiment/thermal_decomposition_temperature,19
3,experiment/electrical_conductivity,experiment/viscosity,87
3,experiment/electrical_conductivity,experiment/x_co2,12
3,experiment/electrical_conductivity,experiment/solvation,2
3,experiment/electrical_conductivity,experiment/transfer,3
3,experiment/equilibrium_pressure,experiment/density,13
3,experiment/equilibrium_pressure,experiment/dynamic_relative_permittivity,3
3,experiment/equilibrium_pressure,experiment/electrical_conductivity,13
3,experiment/equilibrium_pressure,experiment/glass_transition_temperature,5
3,experiment/equilibrium_pressure,experiment/heat_capacity,8
3,experiment/equilibrium_pressure,experiment/isobaric_coefficient_of_volume_expansion,2
3,experiment/equilibrium_pressure,experiment/melting_point,8
3,experiment/equilibrium_pressure,experiment/pec50,8
3,experiment/equilibrium_pressure,experiment/refractive_index,10
3,experiment/equilibrium_pressure,experiment/self_diffusion_coefficient,2
3,experiment/equilibrium_pressure,experiment/speed_of_sound,8
3,experiment/equilibrium_pressure,experiment/static_relative_permittivity,3
3,experiment/equilibrium_pressure,experiment/surface_tension,11
3,experiment/equilibrium_pressure,experiment/thermal_conductivity,6
3,experiment/equilibrium_pressure,experiment/thermal_decomposition_temperature,6
3,experiment/equilibrium_pressure,experiment/viscosity,13
3,experiment/equilibrium_pressure,experiment/x_co2,8
3,experiment/equilibrium_pressure,experiment/solvation,5
3,experiment/equilibrium_pressure,experiment/transfer,4
3,experiment/glass_transition_temperature,experiment/density,37
3,experiment/glass_transition_temperature,experiment/dynamic_relative_permittivity,4
3,experiment/glass_transition_temperature,experiment/electrical_conductivity,12
3,experiment/glass_transition_temperature,experiment/equilibrium_pressure,5
3,experiment/glass_transition_temperature,experiment/heat_capacity,6
3,experiment/glass_transition_temperature,experiment/melting_point,34
3,experiment/glass_transition_temperature,experiment/pec50,7
3,experiment/glass_transition_temperature,experiment/refractive_index,14
3,experiment/glass_transition_temperature,experiment/speed_of_sound,7
3,experiment/glass_transition_temperature,experiment/static_relative_permittivity,1
3,experiment/glass_transition_temperature,experiment/surface_tension,14
3,experiment/glass_transition_temperature,experiment/thermal_conductivity,6
3,experiment/glass_transition_temperature,experiment/thermal_decomposition_temperature,51
3,experiment/glass_transition_temperature,experiment/viscosity,34
3,experiment/glass_transition_temperature,experiment/x_co2,5
3,experiment/glass_transition_temperature,simulation/heat_of_vaporization,1
3,experiment/glass_transition_temperature,experiment/solvation,2
3,experiment/glass_transition_temperature,experiment/transfer,2
3,experiment/heat_capacity,experiment/density,46
3,experiment/heat_capacity,experiment/dynamic_relative_permittivity,6
3,experiment/heat_capacity,experiment/electrical_conductivity,21
3,experiment/heat_capacity,experiment/equilibrium_pressure,5
3,experiment/heat_capacity,experiment/glass_transition_temperature,13
3,experiment/heat_capacity,experiment/isobaric_coefficient_of_volume_expansion,3
3,experiment/heat_capacity,experiment/melting_point,14
3,experiment/heat_capacity,experiment/pec50,8
3,experiment/heat_capacity,experiment/refractive_index,27
3,experiment/heat_capacity,experiment/self_diffusion_coefficient,2
3,experiment/heat_capacity,experiment/speed_of_sound,16
3,experiment/heat_capacity,experiment/static_relative_permittivity,3
3,experiment/heat_capacity,experiment/surface_tension,22
3,experiment/heat_capacity,experiment/thermal_conductivity,11
3,experiment/heat_capacity,experiment/thermal_decomposition_temperature,17
3,experiment/heat_capacity,experiment/viscosity,45
3,experiment/heat_capacity,experiment/x_co2,11
3,experiment/heat_capacity,experiment/solvation,8
3,experiment/heat_capacity,experiment/transfer,6
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/density,4
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/dynamic_relative_permittivity,1
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/electrical_conductivity,1
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/equilibrium_pressure,1
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/glass_transition_temperature,2
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/heat_capacity,2
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/pec50,1
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/refractive_index,4
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/self_diffusion_coefficient,1
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/speed_of_sound,1
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/surface_tension,2
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/thermal_conductivity,2
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/thermal_decomposition_temperature,1
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/viscosity,4
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/x_co2,2
3,experiment/isobaric_coefficient_of_volume_expansion,experiment/solvation,1
3,experiment/melting_point,experiment/density,109
3,experiment/melting_point,experiment/dynamic_relative_permittivity,9
3,experiment/melting_point,experiment/electrical_conductivity,35
3,experiment/melting_point,experiment/equilibrium_pressure,17
3,experiment/melting_point,experiment/glass_transition_temperature,33
3,experiment/melting_point,experiment/heat_capacity,35
3,experiment/melting_point,experiment/isobaric_coefficient_of_volume_expansion,3
3,experiment/melting_point,experiment/pec50,20
3,experiment/melting_point,experiment/refractive_index,28
3,experiment/melting_point,experiment/self_diffusion_coefficient,6
3,experiment/melting_point,experiment/speed_of_sound,15
3,experiment/melting_point,experiment/static_relative_permittivity,5
3,experiment/melting_point,experiment/surface_tension,38
3,experiment/melting_point,experiment/thermal_conductivity,9
3,experiment/melting_point,experiment/thermal_decomposition_temperature,89
3,experiment/melting_point,experiment/viscosity,107
3,experiment/melting_point,experiment/x_co2,16
3,experiment/melting_point,experiment/solvation,8
3,experiment/melting_point,experiment/transfer,6
3,experiment/pec50,experiment/density,22
3,experiment/pec50,experiment/dynamic_relative_permittivity,2
3,experiment/pec50,experiment/electrical_conductivity,9
3,experiment/pec50,experiment/equilibrium_pressure,4
3,experiment/pec50,experiment/glass_transition_temperature,9
3,experiment/pec50,experiment/heat_capacity,11
3,experiment/pec50,experiment/isobaric_coefficient_of_volume_expansion,1
3,experiment/pec50,experiment/melting_point,14
3,experiment/pec50,experiment/refractive_index,9
3,experiment/pec50,experiment/self_diffusion_coefficient,4
3,experiment/pec50,experiment/speed_of_sound,3
3,experiment/pec50,experiment/static_relative_permittivity,1
3,experiment/pec50,experiment/surface_tension,12
3,experiment/pec50,experiment/thermal_conductivity,2
3,experiment/pec50,experiment/thermal_decomposition_temperature,8
3,experiment/pec50,experiment/viscosity,19
3,experiment/pec50,experiment/x_co2,7
3,experiment/pec50,experiment/solvation,1
3,experiment/pec50,experiment/transfer,1
3,experiment/refractive_index,experiment/density,86
3,experiment/refractive_index,experiment/dynamic_relative_permittivity,5
3,experiment/refractive_index,experiment/electrical_conductivity,32
3,experiment/refractive_index,experiment/equilibrium_pressure,10
3,experiment/refractive_index,experiment/glass_transition_temperature,17
3,experiment/refractive_index,experiment/heat_capacity,28
3,experiment/refractive_index,experiment/isobaric_coefficient_of_volume_expansion,5
3,experiment/refractive_index,experiment/melting_point,29
3,experiment/refractive_index,experiment/pec50,18
3,experiment/refractive_index,experiment/self_diffusion_coefficient,9
3,experiment/refractive_index,experiment/speed_of_sound,26
3,experiment/refractive_index,experiment/static_relative_permittivity,4
3,experiment/refractive_index,experiment/surface_tension,38
3,experiment/refractive_index,experiment/thermal_conductivity,7
3,experiment/refractive_index,experiment/thermal_decomposition_temperature,23
3,experiment/refractive_index,experiment/viscosity,87
3,experiment/refractive_index,experiment/x_co2,17
3,experiment/refractive_index,simulation/heat_of_vaporization,1
3,experiment/refractive_index,experiment/solvation,8
3,experiment/refractive_index,experiment/transfer,9
3,experiment/self_diffusion_coefficient,experiment/density,7
3,experiment/self_diffusion_coefficient,experiment/electrical_conductivity,3
3,experiment/self_diffusion_coefficient,experiment/equilibrium_pressure,3
3,experiment/self_diffusion_coefficient,experiment/glass_transition_temperature,2
3,experiment/self_diffusion_coefficient,experiment/heat_capacity,3
3,experiment/self_diffusion_coefficient,experiment/isobaric_coefficient_of_volume_expansion,1
3,experiment/self_diffusion_coefficient,experiment/melting_point,2
3,experiment/self_diffusion_coefficient,experiment/pec50,2
3,experiment/self_diffusion_coefficient,experiment/refractive_index,4
3,experiment/self_diffusion_coefficient,experiment/speed_of_sound,1
3,experiment/self_diffusion_coefficient,experiment/static_relative_permittivity,1
3,experiment/self_diffusion_coefficient,experiment/surface_tension,4
3,experiment/self_diffusion_coefficient,experiment/thermal_conductivity,4
3,experiment/self_diffusion_coefficient,experiment/thermal_decomposition_temperature,1
3,experiment/self_diffusion_coefficient,experiment/viscosity,7
3,experiment/self_diffusion_coefficient,experiment/x_co2,2
3,experiment/self_diffusion_coefficient,experiment/solvation,1
3,experiment/self_diffusion_coefficient,experiment/transfer,1
3,experiment/speed_of_sound,experiment/density,38
3,experiment/speed_of_sound,experiment/dynamic_relative_permittivity,5
3,experiment/speed_of_sound,experiment/electrical_conductivity,17
3,experiment/speed_of_sound,experiment/equilibrium_pressure,9
3,experiment/speed_of_sound,experiment/glass_transition_temperature,9
3,experiment/speed_of_sound,experiment/heat_capacity,22
3,experiment/speed_of_sound,experiment/isobaric_coefficient_of_volume_expansion,1
3,experiment/speed_of_sound,experiment/melting_point,15
3,experiment/speed_of_sound,experiment/pec50,7
3,experiment/speed_of_sound,experiment/refractive_index,28
